run_key,dataset_name,seed,setting_name,label_noise,missing_rate,imbalance_level,model_name,mitigation,fit_eval_seconds,train_rows_after_corruption,n_label_flips_before_sampling,observed_majority_class,desired_nonmajority,actual_nonmajority,imbalance_feasible,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall
adult__seed1__missing_only__LightGBM__random_oversample,adult,1,missing_only,0.0,0.2,natural,LightGBM,random_oversample,0.4931,15000,0,1,3590,3590,True,0.8242,0.8242736039163141,0.7843664339933879,0.832707960352273,0.5879364391855059,0.8244147157190636
adult__seed1__imbalance_only__LogisticRegression__none,adult,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,none,1.0457,14262,0,1,2852,2852,True,0.8286,0.6827090125163092,0.7122994631581838,0.8077105358487962,0.4713535395219091,0.40301003344481606
adult__seed1__imbalance_only__LogisticRegression__class_weight,adult,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,class_weight,1.0457,14262,0,1,2852,2852,True,0.7682,0.7780117918473426,0.7273682093454603,0.7824014445015531,0.49026723734034816,0.7968227424749164
adult__seed1__imbalance_only__LogisticRegression__random_oversample,adult,1,imbalance_only,0.0,0.0,0.8,LogisticRegression,random_oversample,1.0588,14262,0,1,2852,2852,True,0.7696,0.7789318759693193,0.7286683892455454,0.7836373083225885,0.4922635500653381,0.7968227424749164
adult__seed1__imbalance_only__RandomForest__none,adult,1,imbalance_only,0.0,0.0,0.8,RandomForest,none,1.0596,14262,0,1,2852,2852,True,0.8644,0.7704396709677193,0.7949419002050581,0.8571916336295284,0.6021545975120121,0.5903010033444817
adult__seed1__imbalance_only__RandomForest__class_weight,adult,1,imbalance_only,0.0,0.0,0.8,RandomForest,class_weight,1.0543,14262,0,1,2852,2852,True,0.862,0.7637032308888021,0.789526907734209,0.8539474341926898,0.5934670867193521,0.5752508361204013
adult__seed1__imbalance_only__RandomForest__random_oversample,adult,1,imbalance_only,0.0,0.0,0.8,RandomForest,random_oversample,1.4355,14262,0,1,2852,2852,True,0.8578,0.792757755434343,0.7998143876750083,0.8560115177172151,0.6004396953259791,0.6680602006688964
adult__seed1__imbalance_only__XGBoost__none,adult,1,imbalance_only,0.0,0.0,0.8,XGBoost,none,0.264,14262,0,1,2852,2852,True,0.8736,0.7787788949495162,0.8068034530825854,0.8660569885793941,0.6291129073705368,0.596989966555184
adult__seed1__imbalance_only__XGBoost__class_weight,adult,1,imbalance_only,0.0,0.0,0.8,XGBoost,class_weight,0.2397,14262,0,1,2852,2852,True,0.8362,0.8473508786737425,0.8009951796124202,0.8446538441729566,0.6255196064257871,0.8687290969899666
adult__seed1__imbalance_only__XGBoost__random_oversample,adult,1,imbalance_only,0.0,0.0,0.8,XGBoost,random_oversample,0.257,14262,0,1,2852,2852,True,0.8394,0.850313786930849,0.8044823552264886,0.8475799499114474,0.6317611011418401,0.8712374581939799
adult__seed1__imbalance_only__LightGBM__none,adult,1,imbalance_only,0.0,0.0,0.8,LightGBM,none,0.3458,14262,0,1,2852,2852,True,0.8762,0.7853601560054722,0.8121902086594088,0.8693801832453156,0.637900023658409,0.6112040133779264
adult__seed1__imbalance_only__LightGBM__class_weight,adult,1,imbalance_only,0.0,0.0,0.8,LightGBM,class_weight,0.3467,14262,0,1,2852,2852,True,0.8398,0.8479970916022213,0.8041594575260983,0.84773682966484,0.629428395522419,0.8637123745819398
adult__seed1__imbalance_only__LightGBM__random_oversample,adult,1,imbalance_only,0.0,0.0,0.8,LightGBM,random_oversample,0.417,14262,0,1,2852,2852,True,0.8378,0.8443897288191624,0.8014656680773293,0.8457667141990334,0.6234634408082542,0.8570234113712375
adult__seed1__noise_imbalance__LogisticRegression__none,adult,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,none,1.0357,12372,3000,1,2474,2474,True,0.7742,0.5308762295629667,0.4952570706258303,0.6909748967780591,0.2014684719294589,0.06438127090301003
adult__seed1__noise_imbalance__LogisticRegression__class_weight,adult,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,class_weight,1.046,12372,3000,1,2474,2474,True,0.7082,0.7600760860773205,0.6799705195598553,0.7295479505281364,0.44495642181539985,0.8595317725752508
adult__seed1__noise_imbalance__LogisticRegression__random_oversample,adult,1,noise_imbalance,0.2,0.0,0.8,LogisticRegression,random_oversample,1.0466,12372,3000,1,2474,2474,True,0.71,0.76097243176519,0.6814864644487932,0.7311945531637313,0.4466373540109443,0.8586956521739131
adult__seed1__noise_imbalance__RandomForest__none,adult,1,noise_imbalance,0.2,0.0,0.8,RandomForest,none,1.1759,12372,3000,1,2474,2474,True,0.822,0.6514292295735171,0.6794974289211725,0.7909691461897934,0.4427183492331146,0.32441471571906355
adult__seed1__noise_imbalance__RandomForest__class_weight,adult,1,noise_imbalance,0.2,0.0,0.8,RandomForest,class_weight,1.1226,12372,3000,1,2474,2474,True,0.8124,0.6293560026587046,0.6517460517358343,0.7751222287302231,0.4031544008899431,0.27842809364548493
adult__seed1__noise_imbalance__RandomForest__random_oversample,adult,1,noise_imbalance,0.2,0.0,0.8,RandomForest,random_oversample,1.5116,12372,3000,1,2474,2474,True,0.8272,0.7038586385040918,0.7281595723446666,0.8137452036651137,0.47784431155172197,0.4673913043478261
adult__seed1__noise_imbalance__XGBoost__none,adult,1,noise_imbalance,0.2,0.0,0.8,XGBoost,none,0.2636,12372,3000,1,2474,2474,True,0.8252,0.6437872121934665,0.6718548147534076,0.7888601521211995,0.45962501357596713,0.2959866220735786
adult__seed1__noise_imbalance__XGBoost__class_weight,adult,1,noise_imbalance,0.2,0.0,0.8,XGBoost,class_weight,0.2666,12372,3000,1,2474,2474,True,0.813,0.8186326486113895,0.773820663444228,0.8229219175227735,0.5720384929598898,0.8294314381270903
adult__seed1__noise_imbalance__XGBoost__random_oversample,adult,1,noise_imbalance,0.2,0.0,0.8,XGBoost,random_oversample,0.2476,12372,3000,1,2474,2474,True,0.8124,0.8147988915030473,0.7721265153586729,0.8220947589098532,0.5668183878390856,0.8193979933110368
adult__seed1__noise_imbalance__LightGBM__none,adult,1,noise_imbalance,0.2,0.0,0.8,LightGBM,none,0.3279,12372,3000,1,2474,2474,True,0.8256,0.6440500933711741,0.6722691602273069,0.7891951339487056,0.46156287675079305,0.2959866220735786
adult__seed1__noise_imbalance__LightGBM__class_weight,adult,1,noise_imbalance,0.2,0.0,0.8,LightGBM,class_weight,0.3334,12372,3000,1,2474,2474,True,0.8098,0.8182493168606184,0.7712313540924401,0.8202264970670705,0.5692006547741341,0.8344481605351171
adult__seed1__noise_imbalance__LightGBM__random_oversample,adult,1,noise_imbalance,0.2,0.0,0.8,LightGBM,random_oversample,0.3237,12372,3000,1,2474,2474,True,0.8154,0.8156240218885946,0.7747063310450037,0.8246494315789474,0.5701985431409482,0.8160535117056856
adult__seed1__all_three__LogisticRegression__none,adult,1,all_three,0.2,0.2,0.8,LogisticRegression,none,1.0386,12260,3000,1,2452,2452,True,0.7708,0.52176286886889,0.4768315824995508,0.6813859135670992,0.17644068708929603,0.04431438127090301
adult__seed1__all_three__LogisticRegression__class_weight,adult,1,all_three,0.2,0.2,0.8,LogisticRegression,class_weight,1.0482,12260,3000,1,2452,2452,True,0.6902,0.7353485505487973,0.6602291533915119,0.7128648220480351,0.40265081850124623,0.8219063545150501
adult__seed1__all_three__LogisticRegression__random_oversample,adult,1,all_three,0.2,0.2,0.8,LogisticRegression,random_oversample,1.0485,12260,3000,1,2452,2452,True,0.6908,0.7340231546444685,0.6602197802197802,0.713388589010989,0.4005654503114409,0.8168896321070234
adult__seed1__all_three__RandomForest__none,adult,1,all_three,0.2,0.2,0.8,RandomForest,none,1.1705,12260,3000,1,2452,2452,True,0.8166,0.6249507647292588,0.646761830647375,0.7745201074491189,0.42521355437773123,0.25752508361204013
adult__seed1__all_three__RandomForest__class_weight,adult,1,all_three,0.2,0.2,0.8,RandomForest,class_weight,1.1197,12260,3000,1,2452,2452,True,0.8078,0.6068427355116424,0.6212634446550813,0.7599033239197003,0.38687442114211845,0.22157190635451504
adult__seed1__all_three__RandomForest__random_oversample,adult,1,all_three,0.2,0.2,0.8,RandomForest,random_oversample,1.5855,12260,3000,1,2452,2452,True,0.8292,0.6805237577765352,0.7107046070460705,0.8072783523035231,0.47260998581649744,0.39548494983277593
adult__seed1__all_three__XGBoost__none,adult,1,all_three,0.2,0.2,0.8,XGBoost,none,0.2519,12260,3000,1,2452,2452,True,0.8158,0.6229919043147681,0.6440791818319465,0.7730304901481814,0.4220524557773686,0.25334448160535117
adult__seed1__all_three__XGBoost__class_weight,adult,1,all_three,0.2,0.2,0.8,XGBoost,class_weight,0.2565,12260,3000,1,2452,2452,True,0.8064,0.7991042697530149,0.7622822942941267,0.8156987179157227,0.5427178136555758,0.7851170568561873
adult__seed1__all_three__XGBoost__random_oversample,adult,1,all_three,0.2,0.2,0.8,XGBoost,random_oversample,0.3085,12260,3000,1,2452,2452,True,0.8046,0.7921889122170291,0.7584764984283667,0.8135291721578036,0.5327623936160111,0.7683946488294314
adult__seed1__all_three__LightGBM__none,adult,1,all_three,0.2,0.2,0.8,LightGBM,none,0.2592,12260,3000,1,2452,2452,True,0.815,0.6224661419593528,0.6432989288401801,0.7723840812140085,0.41791085185618665,0.25334448160535117
adult__seed1__all_three__LightGBM__class_weight,adult,1,all_three,0.2,0.2,0.8,LightGBM,class_weight,0.3167,12260,3000,1,2452,2452,True,0.801,0.7932624169594407,0.7562176862868062,0.8107171142681451,0.5312258785254675,0.7784280936454849
adult__seed1__all_three__LightGBM__random_oversample,adult,1,all_three,0.2,0.2,0.8,LightGBM,random_oversample,0.3795,12260,3000,1,2452,2452,True,0.804,0.7883551551086869,0.756625304888891,0.8126331040048349,0.5275796281858919,0.7583612040133779
adult__seed2__clean__LogisticRegression__none,adult,2,clean,0.0,0.0,natural,LogisticRegression,none,1.0459,15000,0,1,3589,3589,True,0.8208,0.6849818032679209,0.7102996742940624,0.8035522160005628,0.4509628934558805,0.4243943191311612
adult__seed2__clean__LogisticRegression__class_weight,adult,2,clean,0.0,0.0,natural,LogisticRegression,class_weight,1.0459,15000,0,1,3589,3589,True,0.7656,0.7626165070841711,0.7200959278065303,0.7789171639851921,0.4676754957390209,0.7568922305764411
adult__seed2__clean__LogisticRegression__random_oversample,adult,2,clean,0.0,0.0,natural,LogisticRegression,random_oversample,1.0575,15000,0,1,3589,3589,True,0.7664,0.7640011150674477,0.7211585822709189,0.7796983710504548,0.4700246900669449,0.7593984962406015
adult__seed2__clean__RandomForest__none,adult,2,clean,0.0,0.0,natural,RandomForest,none,1.1926,15000,0,1,3589,3589,True,0.853,0.7696936486188739,0.7854888300969386,0.8482104375006384,0.5758470410189112,0.6098579782790309
adult__seed2__clean__RandomForest__class_weight,adult,2,clean,0.0,0.0,natural,RandomForest,class_weight,1.1119,15000,0,1,3589,3589,True,0.8544,0.7648892588206426,0.7841824213499081,0.848343364534389,0.5760238092912987,0.5931495405179615
adult__seed2__clean__RandomForest__random_oversample,adult,2,clean,0.0,0.0,natural,RandomForest,random_oversample,1.5082,15000,0,1,3589,3589,True,0.8506,0.7950221113305658,0.7949376783486306,0.8506213674939161,0.5898754681181994,0.6883876357560568
adult__seed2__clean__XGBoost__none,adult,2,clean,0.0,0.0,natural,XGBoost,none,0.2537,15000,0,1,3589,3589,True,0.8698,0.7864622771759797,0.8072047838801166,0.8644610608925477,0.6221864473497075,0.6265664160401002
adult__seed2__clean__XGBoost__class_weight,adult,2,clean,0.0,0.0,natural,XGBoost,class_weight,0.2184,15000,0,1,3589,3589,True,0.8304,0.8355554501118252,0.7928839618718913,0.8388270048050921,0.6067381459307132,0.8454469507101086
adult__seed2__clean__XGBoost__random_oversample,adult,2,clean,0.0,0.0,natural,XGBoost,random_oversample,0.3248,15000,0,1,3589,3589,True,0.8326,0.8341393188466828,0.7942348286536629,0.8405431364482688,0.6070241001646941,0.8370927318295739
adult__seed2__clean__LightGBM__none,adult,2,clean,0.0,0.0,natural,LightGBM,none,0.3488,15000,0,1,3589,3589,True,0.8668,0.7859213288721849,0.8044055620714543,0.861983432199567,0.6149338565490294,0.6307435254803676
adult__seed2__clean__LightGBM__class_weight,adult,2,clean,0.0,0.0,natural,LightGBM,class_weight,0.3563,15000,0,1,3589,3589,True,0.831,0.8328012818442811,0.792532047415045,0.8390938144547072,0.6040332536198945,0.8362573099415205
adult__seed2__clean__LightGBM__random_oversample,adult,2,clean,0.0,0.0,natural,LightGBM,random_oversample,0.4378,15000,0,1,3589,3589,True,0.8348,0.8347268381313526,0.7962005867844025,0.8424276413983028,0.6097177266050657,0.8345864661654135
adult__seed2__noise_only__LogisticRegression__none,adult,2,noise_only,0.2,0.0,natural,LogisticRegression,none,1.0464,15000,3000,1,5127,5127,True,0.8058,0.6393416928244003,0.6617392067112056,0.7767935822277849,0.38313956926820075,0.31996658312447784
adult__seed2__noise_only__LogisticRegression__class_weight,adult,2,noise_only,0.2,0.0,natural,LogisticRegression,class_weight,1.0468,15000,3000,1,5127,5127,True,0.7002,0.7445266466191774,0.6698932273057099,0.7220248772339739,0.41888380801586467,0.8295739348370927
adult__seed2__noise_only__LogisticRegression__random_oversample,adult,2,noise_only,0.2,0.0,natural,LogisticRegression,random_oversample,1.0469,15000,3000,1,5127,5127,True,0.7016,0.7451607368847221,0.6710384742111802,0.7232978811702776,0.42010197004512323,0.8287385129490392
adult__seed2__noise_only__RandomForest__none,adult,2,noise_only,0.2,0.0,natural,RandomForest,none,1.5051,15000,3000,1,5127,5127,True,0.8274,0.7474263492019557,0.7552297309370617,0.8245025564169944,0.5117670375760166,0.5939849624060151
adult__seed2__noise_only__RandomForest__class_weight,adult,2,noise_only,0.2,0.0,natural,RandomForest,class_weight,1.4454,15000,3000,1,5127,5127,True,0.8246,0.73098767165086,0.744213314779028,0.8189502757800459,0.49283215879331504,0.5513784461152882
adult__seed2__noise_only__RandomForest__random_oversample,adult,2,noise_only,0.2,0.0,natural,RandomForest,random_oversample,1.7621,15000,3000,1,5127,5127,True,0.8048,0.7566134637145059,0.7441763958270557,0.8090840016095918,0.49113945477638127,0.6641604010025063
adult__seed2__noise_only__XGBoost__none,adult,2,noise_only,0.2,0.0,natural,XGBoost,none,0.2532,15000,3000,1,5127,5127,True,0.8592,0.7680446624493568,0.7895822154888531,0.8526642552788563,0.5886407516325604,0.5931495405179615
adult__seed2__noise_only__XGBoost__class_weight,adult,2,noise_only,0.2,0.0,natural,XGBoost,class_weight,0.2715,15000,3000,1,5127,5127,True,0.8054,0.8214109425549148,0.7689037119859076,0.8167695029092719,0.5703696922558967,0.8521303258145363
adult__seed2__noise_only__XGBoost__random_oversample,adult,2,noise_only,0.2,0.0,natural,XGBoost,random_oversample,0.3056,15000,3000,1,5127,5127,True,0.8032,0.8148124716208085,0.7651759347716021,0.8144257926171313,0.5603501740331241,0.8370927318295739
adult__seed2__noise_only__LightGBM__none,adult,2,noise_only,0.2,0.0,natural,LightGBM,none,0.3012,15000,3000,1,5127,5127,True,0.8572,0.7664436751445622,0.7871779292662897,0.8508032836359023,0.5831893286689012,0.5923141186299081
adult__seed2__noise_only__LightGBM__class_weight,adult,2,noise_only,0.2,0.0,natural,LightGBM,class_weight,0.2777,15000,3000,1,5127,5127,True,0.7996,0.8150220410347457,0.7625077362749381,0.8114259747706422,0.5583118745658562,0.8446115288220551
adult__seed2__noise_only__LightGBM__random_oversample,adult,2,noise_only,0.2,0.0,natural,LightGBM,random_oversample,0.3594,15000,3000,1,5127,5127,True,0.8006,0.8159656525835581,0.7635598430037358,0.8123353099730458,0.5601798002803525,0.8454469507101086
adult__seed2__missing_only__LogisticRegression__none,adult,2,missing_only,0.0,0.2,natural,LogisticRegression,none,1.0482,15000,0,1,3589,3589,True,0.8144,0.6636004508598168,0.6888625673773474,0.7918696673189823,0.42160060039453207,0.3742690058479532
adult__seed2__missing_only__LogisticRegression__class_weight,adult,2,missing_only,0.0,0.2,natural,LogisticRegression,class_weight,1.048,15000,0,1,3589,3589,True,0.742,0.7433813739361991,0.6971578475275685,0.7578951912610179,0.42886173441759207,0.746031746031746
adult__seed2__missing_only__LogisticRegression__random_oversample,adult,2,missing_only,0.0,0.2,natural,LogisticRegression,random_oversample,1.0504,15000,0,1,3589,3589,True,0.7446,0.748239144622886,0.7006952916345857,0.7604423777966064,0.4370083251797627,0.7552213868003341
adult__seed2__missing_only__RandomForest__none,adult,2,missing_only,0.0,0.2,natural,RandomForest,none,1.1692,15000,0,1,3589,3589,True,0.8484,0.7457745072647435,0.7692796948599169,0.8396989281915619,0.5520279467513761,0.5488721804511278
adult__seed2__missing_only__RandomForest__class_weight,adult,2,missing_only,0.0,0.2,natural,RandomForest,class_weight,1.2585,15000,0,1,3589,3589,True,0.846,0.737327146422459,0.7625611913729662,0.8359220332360061,0.5420106407014161,0.5288220551378446
adult__seed2__missing_only__RandomForest__random_oversample,adult,2,missing_only,0.0,0.2,natural,RandomForest,random_oversample,1.5997,15000,0,1,3589,3589,True,0.844,0.7772303490780593,0.7820308952762407,0.8426053464803356,0.5644668203630229,0.6491228070175439
adult__seed2__missing_only__XGBoost__none,adult,2,missing_only,0.0,0.2,natural,XGBoost,none,0.2757,15000,0,1,3589,3589,True,0.8534,0.7513512723872966,0.7761699608361557,0.8446961719566795,0.5668617320891022,0.5555555555555556
adult__seed2__missing_only__XGBoost__class_weight,adult,2,missing_only,0.0,0.2,natural,XGBoost,class_weight,0.2807,15000,0,1,3589,3589,True,0.8104,0.8166832191355766,0.7712727887579707,0.8205791294237,0.5677719750678023,0.8287385129490392
adult__seed2__missing_only__XGBoost__random_oversample,adult,2,missing_only,0.0,0.2,natural,XGBoost,random_oversample,0.3322,15000,0,1,3589,3589,True,0.8122,0.8158628449465324,0.7723936417788122,0.8220040528378344,0.5680950323782081,0.822890559732665
adult__seed2__missing_only__LightGBM__none,adult,2,missing_only,0.0,0.2,natural,LightGBM,none,0.247,15000,0,1,3589,3589,True,0.8556,0.7588084506998938,0.7819411514135408,0.8479958518320931,0.5756674933634713,0.5730994152046783
adult__seed2__missing_only__LightGBM__class_weight,adult,2,missing_only,0.0,0.2,natural,LightGBM,class_weight,0.248,15000,0,1,3589,3589,True,0.8136,0.816496935212077,0.7736765420106848,0.8232196522583779,0.5699581195177997,0.8220551378446115
adult__seed2__missing_only__LightGBM__random_oversample,adult,2,missing_only,0.0,0.2,natural,LightGBM,random_oversample,0.2988,15000,0,1,3589,3589,True,0.8152,0.818121208007309,0.7754358294758847,0.8246874589368374,0.5732095335418952,0.8237259816207184
adult__seed2__imbalance_only__LogisticRegression__none,adult,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,none,1.0461,14264,0,1,2853,2853,True,0.82,0.6615570392367104,0.689150610259522,0.7942657488734818,0.43754208152528906,0.35756056808688386
adult__seed2__imbalance_only__LogisticRegression__class_weight,adult,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,class_weight,1.0457,14264,0,1,2853,2853,True,0.769,0.7642791130688497,0.723029964896506,0.7818409180038725,0.47188667800181167,0.7552213868003341
adult__seed2__imbalance_only__LogisticRegression__random_oversample,adult,2,imbalance_only,0.0,0.0,0.8,LogisticRegression,random_oversample,1.0472,14264,0,1,2853,2853,True,0.7694,0.7645420633712425,0.7234014245618288,0.782191168353822,0.47247781731200794,0.7552213868003341
